order_id,order_date,category,quantity,unit_price_ngn,discount_pct,gmv_ngn,order_status
ORD-10239,2023-12-14,Automotive,2,49656.16,10,89381.08,Completed
ORD-10240,2023-03-10,Fashion,2,12188.89,5,23158.89,Cancelled
ORD-10241,2023-08-19,Sports & Fitness,2,23007.05,5,43713.4,Completed
ORD-10242,2023-04-06,Electronics,2,82346.61,5,156458.55,Completed
ORD-10243,2023-05-06,Baby & Kids,2,10646.66,5,20228.65,Returned
ORD-10244,2023-09-09,Phones & Tablets,1,103973.11,20,83178.49,Completed
ORD-10245,2023-03-03,Baby & Kids,1,9183.16,5,8724.0,Completed
ORD-10246,2023-12-17,Beauty & Health,1,11775.02,20,9420.02,Completed
ORD-10247,2023-03-20,Groceries,2,3538.43,0,7076.86,Returned
ORD-10248,2023-12-31,Groceries,2,5372.85,0,10745.7,Completed
ORD-10249,2023-03-18,Groceries,2,4489.6,15,7632.32,Completed
ORD-10250,2023-05-03,Books & Stationery,2,4640.29,0,9280.58,Completed
ORD-10251,2023-12-20,Fashion,3,14954.74,10,40377.81,Completed
ORD-10252,2023-01-09,Office Supplies,1,7206.05,0,7206.05,Completed
ORD-10253,2023-06-30,Fashion,2,14164.57,0,28329.14,Completed
ORD-10254,2023-04-05,Electronics,3,60410.04,10,163107.11,Completed
ORD-10255,2023-12-20,Automotive,1,63391.56,20,50713.25,Completed
ORD-10256,2023-07-27,Home & Living,2,25309.59,0,50619.17,Completed
ORD-10257,2023-07-04,Sports & Fitness,2,21651.92,0,43303.85,Completed
ORD-10258,2023-07-01,Electronics,1,89017.97,0,89017.97,Completed
ORD-10259,2023-02-04,Electronics,1,113238.1,10,101914.29,Completed
ORD-10260,2023-09-26,Fashion,2,15451.15,0,30902.29,Returned
ORD-10261,2023-09-18,Home & Living,2,24897.03,0,49794.05,Completed
ORD-10262,2023-02-14,Office Supplies,1,6378.1,0,6378.1,Completed
ORD-10263,2023-11-08,Fashion,2,11214.96,0,22429.92,Completed
ORD-10264,2023-10-04,Phones & Tablets,2,138953.14,10,250115.65,Cancelled
ORD-10265,2023-10-27,Beauty & Health,1,11856.03,15,10077.62,Completed
ORD-10266,2023-10-02,Fashion,2,10307.11,0,20614.23,Completed
ORD-10267,2023-07-04,Fashion,3,15245.59,0,45736.78,Completed
ORD-10268,2023-05-30,Sports & Fitness,2,14125.73,5,26838.89,Completed
ORD-10269,2023-05-02,Electronics,1,106756.32,0,106756.32,Completed
ORD-10270,2023-01-19,Groceries,1,5011.08,10,4509.97,Completed
ORD-10271,2023-12-26,Groceries,2,4551.29,0,9102.58,Returned
ORD-10272,2023-09-05,Beauty & Health,2,11273.89,5,21420.38,Completed
ORD-10273,2023-01-06,Beauty & Health,1,9774.21,5,9285.5,Completed
ORD-10274,2023-05-14,Home & Living,1,18339.41,0,18339.41,Completed
ORD-10275,2023-11-23,Sports & Fitness,1,23854.23,10,21468.81,Completed
ORD-10276,2023-06-07,Fashion,3,16116.91,0,48350.72,Completed
ORD-10277,2023-09-04,Automotive,2,65155.78,20,104249.25,Returned
ORD-10278,2023-03-10,Phones & Tablets,3,158319.72,15,403715.3,Completed
ORD-10279,2023-08-27,Office Supplies,1,8068.22,5,7664.81,Completed
ORD-10280,2023-04-13,Beauty & Health,1,9679.03,0,9679.03,Completed
ORD-10281,2023-07-25,Sports & Fitness,2,25039.75,10,45071.55,Completed
ORD-10282,2023-11-07,Fashion,1,13427.66,10,12084.89,Returned
ORD-10283,2023-03-30,Office Supplies,2,8588.24,5,16317.66,Completed
ORD-10284,2023-04-02,Fashion,2,14934.06,0,29868.13,Completed
ORD-10285,2023-01-17,Beauty & Health,3,8245.97,0,24737.9,Completed
ORD-10286,2023-05-14,Gaming,2,59150.72,0,118301.43,Returned
ORD-10287,2023-04-15,Beauty & Health,1,9416.24,10,8474.62,Completed
ORD-10288,2023-04-04,Home & Living,2,29446.38,15,50058.85,Completed
ORD-10289,2023-03-15,Fashion,2,11831.59,5,22480.03,Cancelled
ORD-10290,2023-07-03,Books & Stationery,1,3801.49,0,3801.49,Completed
ORD-10291,2023-10-23,Books & Stationery,1,2911.08,10,2619.97,Completed
ORD-10292,2023-07-26,Home & Living,1,30252.18,5,28739.57,Completed
ORD-10293,2023-07-10,Fashion,3,13095.22,15,33392.82,Completed
ORD-10294,2023-02-07,Groceries,3,4374.7,5,12467.89,Completed
ORD-10295,2023-12-09,Sports & Fitness,2,17434.57,0,34869.13,Completed
ORD-10296,2023-08-30,Automotive,3,77835.82,0,233507.47,Completed
ORD-10297,2023-10-30,Groceries,1,5194.72,20,4155.78,Completed
ORD-10298,2023-09-23,Electronics,1,112900.86,20,90320.69,Cancelled
ORD-10299,2023-06-13,Fashion,2,10598.19,5,20136.56,Completed
ORD-10300,2023-01-16,Baby & Kids,1,11382.1,15,9674.78,Cancelled
ORD-10301,2023-06-10,Sports & Fitness,3,14444.3,10,38999.6,Completed
ORD-10302,2023-12-22,Beauty & Health,3,11885.53,0,35656.6,Completed
ORD-10303,2023-07-18,Electronics,2,117870.87,5,223954.65,Cancelled
ORD-10304,2023-08-01,Fashion,2,8705.82,5,16541.06,Completed
ORD-10305,2023-02-03,Office Supplies,1,4765.04,15,4050.29,Cancelled
ORD-10306,2023-01-22,Books & Stationery,1,4526.67,0,4526.67,Completed
ORD-10307,2023-11-19,Automotive,2,63319.29,0,126638.57,Completed
ORD-10308,2023-09-25,Beauty & Health,3,9969.68,10,26918.13,Completed
ORD-10309,2023-10-31,Sports & Fitness,1,20891.55,0,20891.55,Completed
ORD-10310,2023-05-20,Groceries,1,5306.68,15,4510.67,Completed
ORD-10311,2023-02-06,Fashion,2,10556.83,0,21113.67,Completed
ORD-10312,2023-08-26,Electronics,3,60861.05,15,155195.68,Completed
ORD-10313,2023-06-21,Home & Living,3,19408.92,15,49492.75,Completed
ORD-10314,2023-09-11,Beauty & Health,1,11828.72,0,11828.72,Completed
ORD-10315,2023-07-19,Electronics,1,84959.84,0,84959.84,Returned
ORD-10316,2023-11-06,Books & Stationery,2,4380.8,20,7009.27,Cancelled
ORD-10317,2023-09-21,Sports & Fitness,1,19171.08,0,19171.08,Completed
ORD-10318,2023-05-07,Phones & Tablets,2,105318.81,10,189573.85,Completed
ORD-10319,2023-10-03,Electronics,2,105479.17,0,210958.33,Completed
ORD-10320,2023-12-09,Beauty & Health,1,10739.57,0,10739.57,Completed
ORD-10321,2023-10-29,Fashion,1,12194.17,20,9755.34,Completed
ORD-10322,2023-08-16,Books & Stationery,1,2918.59,0,2918.59,Completed
ORD-10323,2023-12-04,Office Supplies,3,9371.04,0,28113.12,Completed
ORD-10324,2023-02-03,Books & Stationery,2,2450.98,10,4411.77,Completed
ORD-10325,2023-09-22,Books & Stationery,1,2515.74,0,2515.74,Completed
ORD-10326,2023-07-27,Electronics,2,85113.93,5,161716.46,Completed
ORD-10327,2023-10-02,Beauty & Health,1,8902.6,0,8902.6,Returned
ORD-10328,2023-03-23,Sports & Fitness,3,20487.03,15,52241.92,Returned
ORD-10329,2023-04-14,Office Supplies,1,9007.54,0,9007.54,Returned
ORD-10330,2023-03-14,Office Supplies,1,9255.74,5,8792.95,Completed
ORD-10331,2023-06-02,Home & Living,2,17881.3,10,32186.34,Completed
ORD-10332,2023-09-26,Automotive,2,85664.21,15,145629.16,Cancelled
ORD-10333,2023-06-27,Beauty & Health,3,7820.91,15,19943.31,Completed
ORD-10334,2023-08-15,Groceries,3,3275.99,20,7862.38,Completed
ORD-10335,2023-07-15,Books & Stationery,1,2607.54,15,2216.41,Completed
ORD-10336,2023-05-05,Beauty & Health,1,6888.32,0,6888.32,Completed
ORD-10337,2023-04-07,Baby & Kids,1,8172.43,0,8172.43,Cancelled
ORD-10338,2023-08-07,Electronics,1,86406.12,5,82085.81,Completed
ORD-10339,2023-12-04,Beauty & Health,1,8310.23,0,8310.23,Completed
ORD-10340,2023-07-23,Home & Living,3,25014.64,0,75043.91,Returned
ORD-10341,2023-05-10,Home & Living,3,26112.65,0,78337.96,Completed
ORD-10342,2023-10-21,Phones & Tablets,2,163964.43,10,295135.97,Completed
ORD-10343,2023-10-21,Electronics,1,72955.46,15,62012.14,Returned
ORD-10344,2023-12-14,Home & Living,1,16601.41,15,14111.2,Cancelled
ORD-10345,2023-07-31,Fashion,2,13080.03,5,24852.05,Completed
ORD-10346,2023-02-13,Electronics,1,85550.95,0,85550.95,Completed
ORD-10347,2023-06-28,Electronics,1,77751.0,0,77751.0,Completed
ORD-10348,2023-12-07,Baby & Kids,1,10627.51,15,9033.38,Returned
ORD-10349,2023-07-14,Phones & Tablets,1,121251.19,5,115188.63,Returned
ORD-10350,2023-04-22,Office Supplies,2,4975.65,10,8956.17,Completed
ORD-10351,2023-05-17,Groceries,3,5629.48,15,14355.17,Returned
ORD-10352,2023-09-08,Electronics,1,63758.02,10,57382.22,Completed
ORD-10353,2023-03-04,Phones & Tablets,1,126959.96,0,126959.96,Completed
ORD-10354,2023-03-26,Electronics,3,96218.75,0,288656.24,Returned
ORD-10355,2023-11-10,Beauty & Health,2,7096.63,0,14193.27,Completed
ORD-10356,2023-06-10,Sports & Fitness,2,16786.46,15,28536.98,Completed
ORD-10357,2023-09-12,Baby & Kids,2,11214.46,15,19064.58,Completed
ORD-10358,2023-08-26,Fashion,1,15558.82,0,15558.82,Completed
